species,taxid,accession,hit_subject,identity,query_coverage,alignment_length,e_value,bitscore
Macrosiphum sp. BOLD-2016,1889697,KR566590,"Macrosiphum sp. BOLD-2016 voucher BIOUG07601-C06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.988,590,0.0,544.0
Macrosiphum sp. BOLD-2016,1889697,KR567128,"Macrosiphum sp. BOLD-2016 voucher BIOUG09178-F01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.961,574,0.0,533.0
Macrosiphum sp. BIOUG26183-D01,2180642,MF831037,"Macrosiphum sp. BIOUG26183-D01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.958,572,0.0,531.0
Macrosiphum sp. BOLD-2016,1889697,KR582544,"Macrosiphum sp. BOLD-2016 voucher BIOUG09300-G02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.961,574,0.0,530.0
Macrosiphum euphorbiae,13131,KR037372,"Macrosiphum euphorbiae voucher BIOUG09237-C11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.96,573,0.0,530.0
Macrosiphum sp. BOLD-2016,1889697,KR572540,"Macrosiphum sp. BOLD-2016 voucher BIOUG06641-C11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.961,574,0.0,530.0
Macrosiphum sp. BOLD-2016,1889697,KR577881,"Macrosiphum sp. BOLD-2016 voucher BIOUG03160-F09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.961,574,0.0,530.0
Macrosiphum sp. BOLD-2016,1889697,KR579331,"Macrosiphum sp. BOLD-2016 voucher BIOUG06688-F05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.96,573,0.0,529.0
Macrosiphum sp. BOLD-2016,1889697,KR582807,"Macrosiphum sp. BOLD-2016 voucher BIOUG06688-C08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.955,570,0.0,526.0
Macrosiphum sp. BIOUG25565-A05,2062399,MG167777,"Macrosiphum sp. BIOUG25565-A05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.953,569,0.0,525.0
Macrosiphum sp. BIOUG25045-B08,2062392,MG166847,"Macrosiphum sp. BIOUG25045-B08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.95,567,0.0,524.0
Macrosiphum sp. BOLD-2016,1889697,KR576961,"Macrosiphum sp. BOLD-2016 voucher BIOUG04745-D03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.943,563,0.0,519.0
Macrosiphum sp. BOLD-2016,1889697,KR581469,"Macrosiphum sp. BOLD-2016 voucher BIOUG05116-H03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.938,560,0.0,516.0
Macrosiphum euphorbiae,13131,KU567773,"Macrosiphum euphorbiae voucher BIOUG07984-G09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.97,0.938,560,0.0,516.0
Macrosiphum sp. BIOUG20896-B12,2180615,MF836645,"Macrosiphum sp. BIOUG20896-B12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.987,589,0.0,546.0
Macrosiphum euphorbiae,13131,OL711738,"Macrosiphum euphorbiae isolate A24 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",0.969,0.985,588,0.0,542.0
Macrosiphum sp. BOLD-2016,1889697,KR571708,"Macrosiphum sp. BOLD-2016 voucher BIOUG09179-D08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.978,584,0.0,539.0
Macrosiphum euphorbiae,13131,OL711737,"Macrosiphum euphorbiae isolate A23 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",0.969,0.98,585,0.0,539.0
Macrosiphum sp. BOLD-2016,1889697,KR565747,"Macrosiphum sp. BOLD-2016 voucher BIOUG09179-E10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.975,582,0.0,536.0
Macrosiphum sp. BOLD-2016,1889697,KR584550,"Macrosiphum sp. BOLD-2016 voucher BIOUG04572-G03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.961,574,0.0,528.0
Macrosiphum sp. BOLD-2016,1889697,KR564349,"Macrosiphum sp. BOLD-2016 voucher BIOUG05956-G11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.931,556,0.0,514.0
Macrosiphum sp. BOLD-2016,1889697,KR568573,"Macrosiphum sp. BOLD-2016 voucher BIOUG09173-B03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.926,553,0.0,512.0
Macrosiphum sp. BOLD-2016,1889697,KR579690,"Macrosiphum sp. BOLD-2016 voucher BIOUG08403-C11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.931,556,0.0,512.0
Macrosiphum euphorbiae,13131,KU567723,"Macrosiphum euphorbiae voucher BIOUG07985-E08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.928,554,0.0,510.0
Macrosiphum sp. BIOUG24347-A08,2180638,MF837430,"Macrosiphum sp. BIOUG24347-A08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.928,554,0.0,510.0
Macrosiphum sp. BOLD-2016,1889697,KR563551,"Macrosiphum sp. BOLD-2016 voucher BIOUG09461-C06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.928,554,0.0,510.0
Macrosiphum sp. BOLD-2016,1889697,KR573371,"Macrosiphum sp. BOLD-2016 voucher BIOUG06422-F06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.928,554,0.0,510.0
Macrosiphum euphorbiae,13131,KU567855,"Macrosiphum euphorbiae voucher BIOUG07984-G12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.928,554,0.0,510.0
Macrosiphum sp. BOLD-2016,1889697,KR575864,"Macrosiphum sp. BOLD-2016 voucher BIOUG06641-A05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.928,554,0.0,510.0
Macrosiphum sp. BIOUG25563-G06,2062397,MG165891,"Macrosiphum sp. BIOUG25563-G06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.928,554,0.0,510.0
Macrosiphum euphorbiae,13131,KU567969,"Macrosiphum euphorbiae voucher BIOUG07984-H11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.928,554,0.0,510.0
Macrosiphum sp. BOLD-2016,1889697,KR582845,"Macrosiphum sp. BOLD-2016 voucher BIOUG06640-C09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.926,553,0.0,509.0
Macrosiphum sp. BOLD-2016,1889697,KR573905,"Macrosiphum sp. BOLD-2016 voucher BIOUG05090-E04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.923,551,0.0,509.0
Macrosiphum euphorbiae,13131,KU567939,"Macrosiphum euphorbiae voucher BIOUG07984-A08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.923,551,0.0,508.0
Macrosiphum sp. BOLD-2016,1889697,KR568823,"Macrosiphum sp. BOLD-2016 voucher BIOUG09208-E04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.923,551,0.0,507.0
Macrosiphum sp. BOLD-2016,1889697,KR566870,"Macrosiphum sp. BOLD-2016 voucher BIOUG06641-C03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.923,551,0.0,507.0
Macrosiphum sp. BIOUG22056-D10,2062387,MG170881,"Macrosiphum sp. BIOUG22056-D10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.923,551,0.0,507.0
Macrosiphum sp. BOLD-2016,1889697,KR571002,"Macrosiphum sp. BOLD-2016 voucher BIOUG16130-C03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.923,551,0.0,507.0
Macrosiphum sp. BOLD-2016,1889697,KR577674,"Macrosiphum sp. BOLD-2016 voucher BIOUG05092-D07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.923,551,0.0,507.0
Macrosiphum euphorbiae,13131,KU567745,"Macrosiphum euphorbiae voucher BIOUG07985-E01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.923,551,0.0,507.0
Macrosiphum euphorbiae,13131,KU567717,"Macrosiphum euphorbiae voucher BIOUG07986-C09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.923,551,0.0,507.0
Macrosiphum sp. BOLD-2016,1889697,KR576891,"Macrosiphum sp. BOLD-2016 voucher BIOUG06252-A04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.92,549,0.0,505.0
Macrosiphum sp. BIOUG25563-G01,2062395,MG167251,"Macrosiphum sp. BIOUG25563-G01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.918,548,0.0,504.0
Macrosiphum albifrons,330458,KR029961,"Macrosiphum albifrons cytochrome c oxidase subunit 1 (CO1) gene, partial cds; mitochondrial",0.969,0.913,545,0.0,502.0
Macrosiphum sp. BOLD-2016,1889697,KR567719,"Macrosiphum sp. BOLD-2016 voucher BIOUG06010-B02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.915,546,0.0,502.0
Macrosiphum euphorbiae,13131,KR029963,"Macrosiphum euphorbiae cytochrome c oxidase subunit 1 (CO1) gene, partial cds; mitochondrial",0.969,0.913,545,0.0,502.0
Macrosiphum sp. BOLD-2016,1889697,KR584254,"Macrosiphum sp. BOLD-2016 voucher BIOUG06252-D02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.969,0.913,545,0.0,501.0
Macrosiphum sp. C RGF-2008,527754,EU701739,"Macrosiphum sp. C RGF-2008 voucher CNC#HEM012147 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,1.0,597,0.0,549.0
Macrosiphum valerianae,1304392,KR039959,"Macrosiphum valerianae voucher BIOUG02022-F08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,1.0,597,0.0,548.0
Macrosiphum sp. AK-2010,767423,FN868602,Macrosiphum sp. AK-2010 partial COI gene for cytochrome oxidase subunit 1,0.968,1.0,597,0.0,548.0
Macrosiphum euphorbiae,13131,KR037439,"Macrosiphum euphorbiae voucher 10BBCHEM-0973 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,1.0,597,0.0,548.0
Macrosiphum sp. BOLD-2016,1889697,KR574746,"Macrosiphum sp. BOLD-2016 voucher BIOUG09176-E11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,1.0,597,0.0,548.0
Macrosiphum euphorbiae,13131,JQ070055,"Macrosiphum euphorbiae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.968,1.0,597,0.0,548.0
Macrosiphum euphorbiae,13131,GU668716,"Macrosiphum euphorbiae voucher CNC#HEM063723 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,1.0,597,0.0,548.0
Macrosiphum valerianae,1304392,GU668714,"Macrosiphum valerianae voucher CNC#HEM063727 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,1.0,597,0.0,548.0
Macrosiphum euphorbiae,13131,KR034753,"Macrosiphum euphorbiae voucher CNC#HEM057223 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,1.0,597,0.0,548.0
Macrosiphum sp. BOLD-2016,1889697,KR576248,"Macrosiphum sp. BOLD-2016 voucher 10BBCHEM-0970 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,1.0,597,0.0,547.0
Macrosiphum sp. BIOUG23681-E02,2062390,MG169126,"Macrosiphum sp. BIOUG23681-E02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,0.992,592,0.0,543.0
Macrosiphum euphorbiae,13131,GU668217,"Macrosiphum euphorbiae voucher CNC#HEM064078 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,0.988,590,0.0,541.0
Macrosiphum sp. BOLD-2016,1889697,KR564782,"Macrosiphum sp. BOLD-2016 voucher BIOUG06422-H08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,0.953,569,0.0,523.0
Macrosiphum sp. BOLD-2016,1889697,KR572151,"Macrosiphum sp. BOLD-2016 voucher BIOUG06637-A07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,0.94,561,0.0,516.0
Macrosiphum euphorbiae,13131,KR032005,"Macrosiphum euphorbiae voucher CNC#HEM057310 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,0.943,563,0.0,516.0
Macrosiphum euphorbiae,13131,MH821972,"Macrosiphum euphorbiae voucher HLshujia405 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.968,0.936,559,0.0,513.0
Macrosiphum sp. BOLD-2016,1889697,KR564626,"Macrosiphum sp. BOLD-2016 voucher BIOUG04984-A01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,0.933,557,0.0,510.0
Macrosiphum sp. BIOUG25563-G04,2062396,MG168831,"Macrosiphum sp. BIOUG25563-G04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,0.928,554,0.0,508.0
Aphidinae sp. BIOUG31055-B08,2061231,MG164143,"Aphidinae sp. BIOUG31055-B08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,0.928,554,0.0,507.0
Macrosiphum sp. BOLD-2016,1889697,KR580260,"Macrosiphum sp. BOLD-2016 voucher BIOUG06358-B12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.968,0.928,554,0.0,507.0
Macrosiphum valerianae,1304392,JF883537,"Macrosiphum valerianae voucher CNC#HEM070236 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.967,1.0,597,0.0,545.0
Macrosiphum gaurae,527749,KR035269,"Macrosiphum gaurae voucher CNC#HEM071420 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.967,1.0,597,0.0,545.0
Macrosiphum euphorbiae,13131,JF883831,"Macrosiphum euphorbiae voucher CNC#HEM070691 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.967,1.0,597,0.0,545.0
Macrosiphum euphorbiae,13131,EU701727,"Macrosiphum euphorbiae voucher CNC#HEM113479 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.967,1.0,597,0.0,545.0
Macrosiphum sp. RDBAB1065-10,2553817,HQ970686,"Macrosiphum sp. RDBAB1065-10 voucher CNC#HEM070222 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.967,1.0,597,0.0,545.0
Macrosiphum sp. BOLD-2016,1889697,KR568504,"Macrosiphum sp. BOLD-2016 voucher BIOUG06358-B08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.967,0.923,551,0.0,504.0
Macrosiphum sp. BOLD-2016,1889697,KR561585,"Macrosiphum sp. BOLD-2016 voucher BIOUG16097-B05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.967,0.918,548,0.0,501.0
Macrosiphum sp. BOLD-2016,1889697,KR566213,"Macrosiphum sp. BOLD-2016 voucher BIOUG06311-A12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.967,0.915,546,0.0,500.0
Macrosiphum sp. BOLD-2016,1889697,KR561015,"Macrosiphum sp. BOLD-2016 voucher BIOUG06422-H04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.965,0.951,568,0.0,517.0
Macrosiphum sp. BIOUG07985-F01,1924533,KU567929,"Macrosiphum sp. BIOUG07985-F01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.964,0.933,557,0.0,504.0
Macrosiphum sp. BOLD-2016,1889697,KR562525,"Macrosiphum sp. BOLD-2016 voucher BIOUG06688-F06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.964,0.926,553,0.0,503.0
Macrosiphum funestum,1345135,JX507424,"Macrosiphum funestum voucher A10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.956,0.995,594,0.0,524.0
Macrosiphum rosae,44659,KJ502205,"Macrosiphum rosae voucher 110921WH12 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.956,0.995,594,0.0,524.0
Macrosiphum funestum,1345135,KF639490,"Macrosiphum funestum voucher INRA CBGP ACOE2011/chasses2011-ACDA cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.956,0.995,594,0.0,524.0
Macrosiphum rosae,44659,NC_064372,"Macrosiphum rosae mitochondrion, complete genome",0.956,0.995,594,0.0,524.0
Macrosiphum rosae,44659,ON928998,"Macrosiphum rosae cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",0.956,0.995,594,0.0,524.0
Sitobion rosivorum,1248173,KM115469,"Sitobion rosivorum voucher ZMIOZ LY102 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",0.956,0.995,594,0.0,524.0
Macrosiphum funestum,1345135,KF639491,"Macrosiphum funestum voucher INRA CBGP ACOE2049/chasses2049-ACDA cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.956,0.995,594,0.0,524.0
Macrosiphum mordvilkoi,325363,GU978952,"Macrosiphum mordvilkoi isolate 030625S09 cytochrome oxidase subunit I gene, partial cds; mitochondrial",0.956,0.995,594,0.0,524.0
Macrosiphum funestum,1345135,ON928997,"Macrosiphum funestum cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",0.956,0.993,593,0.0,523.0
Macrosiphum sp. BOLD-2016,1889697,KR570763,"Macrosiphum sp. BOLD-2016 voucher 10BBCHEM-0749 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.955,1.0,597,0.0,526.0
Macrosiphum sp. BOLD-2016,1889697,KR571305,"Macrosiphum sp. BOLD-2016 voucher BIOUG07700-A09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.955,1.0,597,0.0,524.0
Macrosiphum rosae,44659,EU701734,"Macrosiphum rosae voucher CNC#HEM056001 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.955,0.995,594,0.0,521.0
Macrosiphum rosae,44659,KT875239,"Macrosiphum rosae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.955,0.995,594,0.0,521.0
Macrosiphum pachysiphon,2971206,OP179318,"Macrosiphum pachysiphon isolate AphidRose6 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",0.955,0.995,594,0.0,521.0
Macrosiphum rosae,44659,OP164555,"Macrosiphum rosae isolate Aphid6 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",0.955,0.995,594,0.0,521.0
Macrosiphum rosae,44659,MT302339,"Macrosiphum rosae voucher r1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.955,0.995,594,0.0,521.0
Macrosiphum rosae,44659,EU701733,"Macrosiphum rosae voucher CNC#HEM049346 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.955,0.995,594,0.0,521.0
Macrosiphum rosae,44659,DQ499035,"Macrosiphum rosae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.955,0.995,594,0.0,521.0
Sitobion rosivorum,1248173,KM115470,"Sitobion rosivorum voucher ZMIOZ LY099 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",0.955,0.995,594,0.0,521.0
Macrosiphum rosae,44659,MN319988,"Macrosiphum rosae voucher NIBGE APH-00516 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.955,0.995,594,0.0,521.0
Macrosiphum rosae,44659,OR858844,"Macrosiphum rosae voucher mr13 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",0.955,0.995,594,0.0,521.0
Macrosiphum mordvilkoi,325363,GU978874,"Macrosiphum mordvilkoi isolate 030625S64 cytochrome oxidase subunit I gene, partial cds; mitochondrial",0.955,0.972,580,0.0,510.0
Macrosiphum rosae,44659,MH407728,"Macrosiphum rosae isolate MR8_F cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.954,0.992,592,0.0,519.0
Macrosiphum rosae,44659,MH407727,"Macrosiphum rosae isolate MR9_F cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.954,0.992,592,0.0,519.0
Acyrthosiphon sp. 1 HKW-2016,1790229,KU374293,"Acyrthosiphon sp. 1 HKW-2016 voucher ZA2011-30329 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.952,1.0,597,0.0,518.0
Macrosiphum ptericolens,1345125,JX507423,"Macrosiphum ptericolens voucher A18 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.952,1.0,597,0.0,518.0
Macrosiphum ptericolens,1345125,HM416694,"Macrosiphum ptericolens voucher CNC#HEM064236 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.952,1.0,597,0.0,517.0
Macrosiphum ptericolens,1345125,KR035873,"Macrosiphum ptericolens voucher BIOUG02608-C08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.952,1.0,597,0.0,517.0
Macrosiphum woodsiae,1656655,KR042847,"Macrosiphum woodsiae voucher CNC#HEM062497 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.952,1.0,597,0.0,517.0
Macrosiphum rosae,44659,HQ112192,"Macrosiphum rosae voucher ORP-2010-57 cytochrome oxidase subunit I (COX1) gene, partial cds; mitochondrial",0.951,0.995,594,0.0,515.0
Illinoia paqueti,1304804,KR036808,"Illinoia paqueti voucher CNC#HEM057226 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.95,1.0,597,0.0,515.0
Acyrthosiphon malvae,527516,EU701276,"Acyrthosiphon malvae voucher CNC#HEM011135 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.95,1.0,597,0.0,515.0
Macrosiphum sp. RFBAE448-09,2553825,HM432520,"Macrosiphum sp. RFBAE448-09 voucher CNC#HEM063458 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.95,1.0,597,0.0,515.0
Acyrthosiphon malvae,527516,KJ093147,"Acyrthosiphon malvae voucher BIOUG02980-D03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.95,0.995,594,0.0,512.0
Aulacorthum ligularicola,685723,FJ752013,"Aulacorthum ligularicola cytochrome c oxidase subunit I gene, partial cds; mitochondrial",0.95,0.995,594,0.0,511.0
Acyrthosiphon malvae,527516,MF837512,"Acyrthosiphon malvae voucher BIOUG22539-C10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.949,0.992,592,0.0,510.0
Macrosiphum sp. BOLD-2016,1889697,KR581323,"Macrosiphum sp. BOLD-2016 voucher BIOUG13141-B11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.949,0.977,583,0.0,501.0
Metopolophium sp. BOLD-2016,1889701,KR575358,"Metopolophium sp. BOLD-2016 voucher 10BBCHEM-0532 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.948,1.0,597,0.0,512.0
Acyrthosiphon assiniboinense,1655837,GU668337,"Acyrthosiphon assiniboinense voucher CNC#HEM063385 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.948,1.0,597,0.0,512.0
Macrosiphum clematifoliae,796237,GU978951,"Macrosiphum clematifoliae isolate 031009S29 cytochrome oxidase subunit I gene, partial cds; mitochondrial",0.948,1.0,597,0.0,512.0
Acyrthosiphon purshiae,527517,HQ970792,"Acyrthosiphon purshiae voucher CNC#HEM069913 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.948,1.0,597,0.0,512.0
Illinoia paqueti,1304804,KC502489,"Illinoia paqueti voucher CCDB-08110-D05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.948,1.0,597,0.0,512.0
Macrosiphum osmaroniae,1656649,KR037807,"Macrosiphum osmaroniae voucher CNC#HEM061895 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.948,1.0,597,0.0,512.0
Illinoia sp. BOLD:AAD8584,1304467,KC502488,"Illinoia sp. BOLD:AAD8584 voucher CCDB-08110-D08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.948,1.0,597,0.0,512.0
Acyrthosiphon assiniboinense,1655837,GU668343,"Acyrthosiphon assiniboinense voucher CNC#HEM063469 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.948,1.0,597,0.0,512.0
Acyrthosiphon malvae,527516,HQ578909,"Acyrthosiphon malvae voucher CNC#HEM049357 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.948,1.0,597,0.0,512.0
Acyrthosiphon assiniboinense,1655837,KR042146,"Acyrthosiphon assiniboinense voucher BIOUG03331-F03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.948,0.997,595,0.0,510.0
Aulacorthum albimagnoliae,685721,FJ982384,"Aulacorthum albimagnoliae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.948,0.995,594,0.0,509.0
Aulacorthum albimagnoliae,685721,GU978914,"Aulacorthum albimagnoliae isolate 040603S01 cytochrome oxidase subunit I gene, partial cds; mitochondrial",0.948,0.995,594,0.0,509.0
Macrosiphum pseudocoryli,1656650,KR032530,"Macrosiphum pseudocoryli voucher BIOUG07501-H03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.948,0.99,591,0.0,508.0
Macrosiphum pseudocoryli,1656650,KR036668,"Macrosiphum pseudocoryli voucher BIOUG07501-E03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.948,0.993,593,0.0,508.0
Aulacorthum albimagnoliae,685721,GU978915,"Aulacorthum albimagnoliae isolate 041006S01 cytochrome oxidase subunit I gene, partial cds; mitochondrial",0.948,0.993,593,0.0,508.0
Aulacorthum albimagnoliae,685721,FJ752005,"Aulacorthum albimagnoliae cytochrome c oxidase subunit I gene, partial cds; mitochondrial",0.948,0.993,593,0.0,508.0
Acyrthosiphon purshiae,527517,KR035387,"Acyrthosiphon purshiae voucher CNC#HEM028645 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.948,0.992,592,0.0,507.0
Macrosiphum pseudocoryli,1656650,KR035080,"Macrosiphum pseudocoryli voucher BIOUG09176-C02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.948,0.99,591,0.0,506.0
Macrosiphum rosae,44659,OL823183,"Macrosiphum rosae voucher Macrosiphum-rosae-KSA-taif cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",0.947,0.982,586,0.0,501.0
Macrosiphum pseudocoryli,1656650,KR033284,"Macrosiphum pseudocoryli voucher 10BBCHEM-0125 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Illinoia menziesiae,1656545,KR038570,"Illinoia menziesiae voucher CNC#HEM072176 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
